,Address,Full Location,Neighborhood,Area,Borough,Price,Baths,Beds
6373,"309 Gold Street, Apt 34H","Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",Downtown Brooklyn,Northwestern Brooklyn,Brooklyn,2534.0,1.0,0
6374,"331 Melrose Street, Apt 3L","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,3350.0,1.0,3
6375,"134 East 36th St, Apt 1","Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,17500.0,3.0,5
6376,E 65th St,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,5200.0,2.0,2
6377,"295 Park Avenue South, Apt 7M","Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,2920.0,1.0,0
6378,"339 West 71st Street, Apt 5","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,2095.0,1.0,0
6379,"875 Dekalb Avenue, Apt 5B","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",Bedford-Stuyvesant,Northern Brooklyn,Brooklyn,2545.0,1.0,2
6380,"331 Melrose Street, Apt 3L","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,3350.0,1.0,3
6381,"134 East 36th St, Apt 1","Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,17500.0,3.0,5
6382,E 65th St,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,5200.0,2.0,2
6383,"295 Park Avenue South, Apt 7M","Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,2920.0,1.0,0
6384,"339 West 71st Street, Apt 5","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,2095.0,1.0,0
6385,"875 Dekalb Avenue, Apt 5B","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",Bedford-Stuyvesant,Northern Brooklyn,Brooklyn,2545.0,1.0,2
6386,West 72nd St and Columbus Ave...,"Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,3325.0,1.0,1
6387,Kent Ave & S 1st St Williamsbu...,"Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,3470.0,1.0,0
6388,Saint Marks Place,"East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,4700.0,1.0,4
6389,"400 West 63rd Street, Apt 608","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,5790.0,2.0,2
6390,E 75th St,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,5295.0,1.0,2
6391,West 68th Street,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,4695.0,1.0,2
6392,Dekalb Avenue,"Fort Greene, Northwestern Brooklyn, Brooklyn",Fort Greene,Northwestern Brooklyn,Brooklyn,3550.0,1.0,1
6393,"552 Lincoln Place, Apt 2","Crown Heights, Central Brooklyn, Brooklyn",Crown Heights,Central Brooklyn,Brooklyn,2200.0,1.0,1
6394,"600 Lincoln Place, Apt 1K","Crown Heights, Central Brooklyn, Brooklyn",Crown Heights,Central Brooklyn,Brooklyn,2700.0,2.0,2
6395,"68 Albany Avenue, Apt 1","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",Bedford-Stuyvesant,Northern Brooklyn,Brooklyn,2800.0,1.0,1
6396,E 18 st,"Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,3500.0,1.0,2
6397,"326 East 100th Street, Apt 2D","East Harlem, Upper Manhattan, Manhattan",East Harlem,Upper Manhattan,Manhattan,4303.0,2.0,4
6398,"191 Orchard St, Apt 2D","Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,4150.0,1.0,2
6399,"155 East 29th St, Apt 9A","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,5670.0,2.0,2
6400,"132 Graham Avenue, Apt A2","East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",East Williamsburg,Williamsburg,Brooklyn,2550.0,1.0,2
6401,"1101 Union Street, Apt 4D","Crown Heights, Central Brooklyn, Brooklyn",Crown Heights,Central Brooklyn,Brooklyn,1999.0,1.0,1
6402,"267 Lincoln Place, Apt 6","Prospect Heights, Northwestern Brooklyn, Brooklyn",Prospect Heights,Northwestern Brooklyn,Brooklyn,3475.0,1.0,3
6403,"350 West 43rd Street, Apt 11E","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,3085.0,1.0,1
6404,166 2nd Avenue,"East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,2800.0,1.0,0
6405,East 30th Street,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,3000.0,1.0,2
6406,"Exchange Place, New York","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2450.0,1.0,0
6407,W 22nd St.,"Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,3400.0,1.0,1
6408,"10 Montieth Street, Apt 754","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,3100.0,1.0,1
6409,"515 East 86th Street, Apt 9L","Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,9875.0,2.0,2
6410,E 16th st,"Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,3595.0,1.0,1
6411,South 1st St.,"Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,3392.0,1.0,0
6412,South 1st St.,"Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,3392.0,1.0,0
6413,"114 North 8th Street, Apt 2R","Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,3100.0,1.0,2
6414,East 86th,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,4000.0,1.0,1
6415, 91st/3rd Avenue," Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,2750.0,1.0,1
6416,west 54th street,"Theater District, Midtown Manhattan, Manhattan",Theater District,Midtown Manhattan,Manhattan,2900.0,1.0,0
6417,W 60th St.,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,3800.0,1.0,1
6418,83rd Street/1st Avenue,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3195.0,1.0,2
6419,"626 1st Avenue, Apt E41A","Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,13354.0,2.0,3
6420,"35 West 65th Street, Apt 2D","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,4350.0,1.0,3
6421,"212 Evergreen Avenue, Apt 2B","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,2252.0,1.0,2
6422,"515 West 111th Street, Apt 6A","Morningside Heights, West Harlem, Upper Manhattan, Manhattan",Morningside Heights,West Harlem,Manhattan,2150.0,1.0,1
6423,"615 West 172nd Street, Apt 5","Washington Heights, Upper Manhattan, Manhattan",Washington Heights,Upper Manhattan,Manhattan,2350.0,1.0,2
6424,"143 Montague Street, Apt 2R","Brooklyn Heights, Northwestern Brooklyn, Brooklyn",Brooklyn Heights,Northwestern Brooklyn,Brooklyn,2500.0,1.0,1
6425,"471 West 141st Street, Apt 2","Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",Hamilton Heights,West Harlem,Manhattan,2450.0,1.0,1
6426,South 1st St.,"Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,3282.0,1.0,0
6427,East 82nd St,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,4392.0,1.0,1
6428,East 35th St,"Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,4400.0,1.0,1
6429,"48 West 73rd Street, Apt 6A","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,2950.0,1.0,0
6430, Washington Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2230.0,1.0,0
6431,Gold Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,6520.0,2.0,3
6432,"789 9th Avenue, Apt 4C","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,2400.0,1.0,2
6433,West 72nd and Columbus Avenue ...,"Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,2300.0,1.0,0
6434,Halletts Point,"Astoria, Northwestern Queens, Queens",Astoria,Northwestern Queens,Queens,2608.0,1.0,1
6435, Astoria Boulevard,"Astoria, Northwestern Queens, Queens",Astoria,Northwestern Queens,Queens,3850.0,2.0,4
6436,"1980 Madison Avenue, Apt 4","East Harlem, Upper Manhattan, Manhattan",East Harlem,Upper Manhattan,Manhattan,2600.0,1.0,2
6437,W 60th st,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,3475.0,1.0,1
6438,Battery Park City,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,4154.0,1.0,1
6439,Clinton St & Schermerhorn St,"Brooklyn Heights, Northwestern Brooklyn, Brooklyn",Brooklyn Heights,Northwestern Brooklyn,Brooklyn,3500.0,1.0,1
6440,Battery Park City,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,4154.0,1.0,1
6441,Clinton St & Schermerhorn St,"Brooklyn Heights, Northwestern Brooklyn, Brooklyn",Brooklyn Heights,Northwestern Brooklyn,Brooklyn,3500.0,1.0,1
6442,"800 Empire Boulevard, Apt 3B","East Flatbush, Central Brooklyn, Brooklyn",East Flatbush,Central Brooklyn,Brooklyn,2613.0,1.0,2
6443,"800 Empire Boulevard, Apt 2E","East Flatbush, Central Brooklyn, Brooklyn",East Flatbush,Central Brooklyn,Brooklyn,2472.0,2.0,2
6444,"254 East 68th Street, Apt 29D","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,12500.0,3.0,3
6445,East 44th St,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",Turtle Bay,Midtown East,Manhattan,3600.0,1.0,1
6446,E 46th St,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",Turtle Bay,Midtown East,Manhattan,3695.0,1.0,1
6447,"No Fee,1month free, brand new ...","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,3000.0,1.0,1
6448,"Enormous layout, 24 H Doorman,...","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,6495.0,2.0,3
6449,"115 Stanwix St, Apt 2BD","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,3250.0,2.0,2
6450,"43 West 27th Street, Apt 7R","NoMad, Midtown Manhattan, Manhattan",NoMad,Midtown Manhattan,Manhattan,3894.0,1.0,0
6451,Eastern Parkway,"Crown Heights, Central Brooklyn, Brooklyn",Crown Heights,Central Brooklyn,Brooklyn,2450.0,1.0,1
6452,W 56th St.,"Theater District, Midtown Manhattan, Manhattan",Theater District,Midtown Manhattan,Manhattan,3300.0,1.0,1
6453,W 54th St,"Theater District, Midtown Manhattan, Manhattan",Theater District,Midtown Manhattan,Manhattan,4950.0,2.0,2
6454,"7 East 14th St, Apt 803","Flatiron District, Midtown Manhattan, Manhattan",Flatiron District,Midtown Manhattan,Manhattan,2650.0,1.0,0
6455,"400 West 63rd Street, Apt 1905...","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,6408.0,2.0,2
6456,East 85th St ,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,4300.0,2.0,2
6457,"81 Orchard St, Apt 22","Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,3450.0,1.0,2
6458,Rector Place - Battery Park Ci...,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,3799.0,1.0,1
6459,West 67th St,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,7690.0,2.0,2
6460,Rector Place - Battery Park Ci...,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,3799.0,1.0,1
6461,West 67th St,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,7690.0,2.0,2
6462,"412 Herkimer Street, Apt 3D","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",Bedford-Stuyvesant,Northern Brooklyn,Brooklyn,2233.0,1.0,1
6463,Christopher Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,3700.0,1.0,0
6464,E 3rd St,"Alphabet City, East Village, Downtown Manhattan, Manhattan",Alphabet City,East Village,Manhattan,3249.0,1.0,0
6465,27th Street,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,4450.0,2.0,2
6466,Gold Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2746.0,1.0,0
6467,Washington St.,"DUMBO, Northwestern Brooklyn, Brooklyn",DUMBO,Northwestern Brooklyn,Brooklyn,4250.0,2.0,1
6468,"3640 Johnson Avenue, Apt 7JRH","Central Riverdale, Riverdale, West Bronx, Bronx",Central Riverdale,Riverdale,Bronx,2300.0,1.0,2
6469,"2101 Bedford Avenue, Apt 2F","Flatbush, Central Brooklyn, Brooklyn",Flatbush,Central Brooklyn,Brooklyn,1500.0,1.0,0
6470,Horatio Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,4195.0,1.0,0
6471,"1999 3rd Avenue, Apt 1A","East Harlem, Upper Manhattan, Manhattan",East Harlem,Upper Manhattan,Manhattan,2995.0,2.0,3
6472,"125 Christopher Street, Apt AP...","West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,4075.0,1.0,1
6473,East 87th Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,6650.0,2.0,2
6474,"64 West 108th Street, Apt 6A","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",Manhattan Valley,Upper West Side,Manhattan,3450.0,1.0,2
6475,South 1st St.,"Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,2996.0,1.0,0
6476,"325 East 41st Street, Apt 1003...","Tudor City, Midtown East, Midtown Manhattan, Manhattan",Tudor City,Midtown East,Manhattan,2400.0,1.0,0
6477,East 86th Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3667.0,1.0,2
6478,"21-54 29th Street, Apt 2","Ditmars, Astoria, Northwestern Queens, Queens",Ditmars,Astoria,Queens,2800.0,2.0,3
6479,"60 Riverside Boulevard, Apt 50...","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,4070.0,1.0,1
6480,"60 Riverside Boulevard, Apt 50...","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,4070.0,1.0,1
6481,"310 East 19th Street, Apt 18","Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,4500.0,1.0,3
6482,East 34th Street,"Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,4125.0,2.0,2
6483,"111 Lawrence Street, Apt 36B","Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",Downtown Brooklyn,Northwestern Brooklyn,Brooklyn,2448.0,1.0,0
6484,W 135th St.,"Central Harlem, Upper Manhattan, Manhattan",Central Harlem,Upper Manhattan,Manhattan,2300.0,1.0,1
6485,"626 1st Avenue, Apt W21M","Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,3462.0,1.0,0
6486,York Avenue,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,5954.0,2.0,2
6487,"212 Grand Street, Apt 3A","Little Italy, Downtown Manhattan, Manhattan",Little Italy,Downtown Manhattan,Manhattan,4675.0,1.0,2
6488,Columbus Ave and Central Park ...,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,3497.0,1.0,1
6489,"30-76 37th Street, Apt 3R","Astoria, Northwestern Queens, Queens",Astoria,Northwestern Queens,Queens,2275.0,1.0,2
6490,"95 Worth Street, Apt 3BED","Civic Center, Downtown Manhattan, Manhattan",Civic Center,Downtown Manhattan,Manhattan,14250.0,3.0,1
6491,"534 W 159th St, Apt 1A","Washington Heights, Upper Manhattan, Manhattan",Washington Heights,Upper Manhattan,Manhattan,1800.0,1.0,1
6492,"75 Wall Street, Apt 34E","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3392.0,1.0,0
6493,"79 Underhill Avenue, Apt 4","Prospect Heights, Northwestern Brooklyn, Brooklyn",Prospect Heights,Northwestern Brooklyn,Brooklyn,2780.0,1.0,2
6494,"166 2nd Avenue, Apt 9F","East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,3825.0,1.0,1
6495,125 Court St,"Boerum Hill, South Brooklyn, Brooklyn",Boerum Hill,South Brooklyn,Brooklyn,4945.0,1.0,2
6496,"194 Humboldt Street, Apt 3","East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",East Williamsburg,Williamsburg,Brooklyn,2600.0,1.0,2
6497,W 54th St,"Theater District, Midtown Manhattan, Manhattan",Theater District,Midtown Manhattan,Manhattan,3758.0,1.0,1
6498,4th st / ave c,"Alphabet City, East Village, Downtown Manhattan, Manhattan",Alphabet City,East Village,Manhattan,4040.0,1.0,3
6499,41st Avenue,"Elmhurst, Northwestern Queens, Queens",Elmhurst,Northwestern Queens,Queens,1825.0,1.0,0
6500,41st Avenue,"Elmhurst, Northwestern Queens, Queens",Elmhurst,Northwestern Queens,Queens,1825.0,1.0,0
6501,Columbus Avenue,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",Manhattan Valley,Upper West Side,Manhattan,6756.0,3.0,3
6502,"155 East 52nd Street, Apt 2A","Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",Turtle Bay,Midtown East,Manhattan,2790.0,1.0,1
6503,"34 Berry Street, Apt 60","Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,4100.0,1.0,1
6504,W 15th St,"Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,4075.0,1.0,0
6505,"111 East 7th Street, Apt 16","East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,5400.0,2.0,4
6506,East 3rd St ,"Alphabet City, East Village, Downtown Manhattan, Manhattan",Alphabet City,East Village,Manhattan,3000.0,1.0,2
6507,E 92nd Street between 2nd & 1s...,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3040.0,1.0,1
6508,"888 8th Ave., Apt 12V","Theater District, Midtown Manhattan, Manhattan",Theater District,Midtown Manhattan,Manhattan,2850.0,1.0,0
6509,"301 East 110th Street, Apt 4C","East Harlem, Upper Manhattan, Manhattan",East Harlem,Upper Manhattan,Manhattan,1695.0,1.0,1
6510,West 45th St,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,5103.0,2.0,2
6511,Mott St.,"NoLita, Downtown Manhattan, Manhattan",NoLita,Downtown Manhattan,Manhattan,2500.0,1.0,0
6512,"208 West 16th Street, Apt 4B","Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,2695.0,1.0,1
6513,East 25th Street," Kips Bay, Midtown Manhattan, Manhattan",Kips Bay,Midtown Manhattan,Manhattan,3600.0,1.0,2
6514,West 18th Street," Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,2350.0,1.0,0
6515,Clinton,"Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,7425.0,2.0,3
6516,"310 Graham Avenue, Apt 2A","East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",East Williamsburg,Williamsburg,Brooklyn,4096.0,1.0,3
6517,"211 Clinton St., Apt 2D","Cobble Hill, South Brooklyn, Brooklyn",Cobble Hill,South Brooklyn,Brooklyn,2895.0,1.0,2
6518,"19-6 Ditmars Boulevard, Apt 21...","Ditmars, Astoria, Northwestern Queens, Queens",Ditmars,Astoria,Queens,1200.0,1.0,0
6519,W 171,"Washington Heights, Upper Manhattan, Manhattan",Washington Heights,Upper Manhattan,Manhattan,1850.0,1.0,1
6520,W 171,"Washington Heights, Upper Manhattan, Manhattan",Washington Heights,Upper Manhattan,Manhattan,1850.0,1.0,1
6521, River Ter,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,11995.0,3.0,3
6522,60 West 125th,"Central Harlem, Upper Manhattan, Manhattan",Central Harlem,Upper Manhattan,Manhattan,2933.0,1.0,2
6523,"147 West 79th Street, Apt 15C","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,4400.0,1.0,1
6524,west 67th st,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,5100.0,2.0,1
6525,2nd and 3rd Avenues,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3575.0,1.0,1
6526,"234 Lincoln Place, Apt 3F","North Slope, Park Slope, South Brooklyn, Brooklyn",North Slope,Park Slope,Brooklyn,2500.0,1.0,1
6527,East 80s and First Avenue,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,2295.0,1.0,0
6528,"102 Norfolk, Apt 8","Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,2383.0,1.0,1
6529,W. 26th Street,"Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,4654.0,1.0,1
